developer,recommend,user_id,sentiment_analysis,año
Facepunch Studios,1,76561198012514677,1,2015
Facepunch Studios,1,76561198101576470,2,2013
Facepunch Studios,1,Yugm,1,2014
Facepunch Studios,1,76561198052661205,1,2012
Facepunch Studios,1,ashley1222,1,2015
Facepunch Studios,1,76561198165512984,2,2015
Facepunch Studios,1,Mr_Doge,2,2014
Facepunch Studios,1,EternumHD,2,2014
Facepunch Studios,1,76561198047208774,2,2015
Facepunch Studios,1,izumireina,2,2015
Facepunch Studios,1,Fluphy_,1,2013
Facepunch Studios,1,Frankaloons,2,2014
Facepunch Studios,1,76561197995338574,2,2012
Facepunch Studios,1,76561198066916378,2,2013
Facepunch Studios,1,FunkMeister1,1,2011
Facepunch Studios,1,sunnnnnnnnnnnny,2,2014
Facepunch Studios,1,TheWaterGod,1,2014
Facepunch Studios,1,76561198080881484,2,2014
Facepunch Studios,1,DANKESTMEMEMACHINEEVER,1,2015
Facepunch Studios,1,76561198066734993,2,2014
Facepunch Studios,1,HeliDash,2,2013
Facepunch Studios,1,76561198123074348,2,2014
Facepunch Studios,1,DazzaPlays,2,2014
Facepunch Studios,1,poopeepeepoo,1,2014
Facepunch Studios,1,pudjapu,2,2014
Facepunch Studios,1,76561198087871638,2,2013
Facepunch Studios,1,76561198223442840,2,2015
Facepunch Studios,1,ias19112000,1,2013
Facepunch Studios,1,yodadda,2,2013
Facepunch Studios,1,76561198047273546,2,2014
Facepunch Studios,1,76561198062417966,2,2012
Facepunch Studios,1,psn_jmcgamer12,2,2013
Facepunch Studios,1,TheLifeAndTimesOfTim,1,2015
Facepunch Studios,1,ducksswamp,2,2014
Facepunch Studios,1,76561198107506517,2,2014
Facepunch Studios,1,76561198065764432,2,2015
Facepunch Studios,1,76561198042236060,2,2013
Facepunch Studios,1,lachie222,1,2014
Facepunch Studios,1,LachieLobster,2,2015
Facepunch Studios,1,nchavezzzzz,1,2014
Facepunch Studios,1,Officer_Bathtub,1,2014
Facepunch Studios,1,LinnieLin,2,2014
Facepunch Studios,1,macky121,2,2015
Facepunch Studios,1,76561198053781096,2,2015
Facepunch Studios,1,76561198063274178,1,2012
Facepunch Studios,1,SpecGames,1,2013
Facepunch Studios,1,GoodbyeFriend,2,2015
Facepunch Studios,1,tehbluscoot,2,2014
Facepunch Studios,1,Mega_guycraft,2,2013
Facepunch Studios,1,76561198075747130,2,2014
Facepunch Studios,1,mj10991,2,2014
Facepunch Studios,1,76561198201849275,1,2015
Facepunch Studios,1,76561198080824028,2,2014
Facepunch Studios,1,themlgayylamo,2,2013
Facepunch Studios,1,54678907652,2,2014
Facepunch Studios,1,76561198092005436,2,2014
Facepunch Studios,1,TheDetailedMovieTDM,1,2014
Facepunch Studios,1,Mystic_Fire,2,2013
Facepunch Studios,1,76561198007041072,1,2015
Facepunch Studios,1,A_Gamer,1,2014
Facepunch Studios,1,NinjaZStarz,0,2013
Facepunch Studios,1,nitr0ticwolf,1,2015
Facepunch Studios,1,Mr_Original,2,2015
Facepunch Studios,1,manaff,2,2014
Facepunch Studios,1,OfamosoJOTACE,1,2015
Facepunch Studios,1,76561198097071063,2,2014
Facepunch Studios,1,76561198091703171,1,2015
Facepunch Studios,1,UncleTobsy,2,2015
Facepunch Studios,1,76561198095444964,1,2013
Facepunch Studios,1,pf12351,2,2011
Facepunch Studios,1,76561198085759352,1,2013
Facepunch Studios,1,ItzJimmeh,2,2015
Facepunch Studios,1,minecraftdude1111,2,2013
Facepunch Studios,0,76561198087480152,0,2014
Facepunch Studios,1,Podzoz,2,2013
Facepunch Studios,1,76561198089541911,2,2014
Facepunch Studios,1,76561198066636734,2,2015
Facepunch Studios,1,76561198074053059,2,2014
Facepunch Studios,1,dizioboy,0,2013
Facepunch Studios,1,76561198151925003,2,2014
Facepunch Studios,1,76561198075983645,0,2014
Facepunch Studios,1,76561198107946315,1,2014
Facepunch Studios,1,76561198104547955,2,2014
Facepunch Studios,1,NoSwagm8,2,2014
Facepunch Studios,1,76561198056707717,1,2014
Facepunch Studios,0,76561198195478589,1,2015
Facepunch Studios,1,SafetyPinLoL,1,2013
Facepunch Studios,1,avh,2,2015
Facepunch Studios,1,fgtkms,2,2014
Facepunch Studios,1,76561198043587948,0,2015
Facepunch Studios,1,SpiritOfDeath2,2,2015
Facepunch Studios,1,76561198071631039,1,2014
Facepunch Studios,1,SoOutOfLuck,1,2013
Facepunch Studios,1,76561198071088410,1,2013
Facepunch Studios,1,smokeaconeorfuckoff,2,2013
Facepunch Studios,1,PraiseDuarte,2,2014
Facepunch Studios,1,76561198075313412,2,2013
Facepunch Studios,1,76561198015930046,1,2014
Facepunch Studios,1,DJHotpuffle,2,2014
Facepunch Studios,1,76561197981571612,1,2014
Facepunch Studios,1,H-O-B-O,1,2015
Facepunch Studios,1,TheSuccIsGudd,2,2013
Facepunch Studios,1,tonyzerk,2,2015
Facepunch Studios,1,76561198085216751,2,2014
Facepunch Studios,1,76561198062278911,0,2014
Facepunch Studios,1,76561198015275299,1,2014
Facepunch Studios,1,76561198048137488,2,2013
Facepunch Studios,1,76561198141809909,1,2015
Facepunch Studios,1,DatBoiOShitWhaddup,2,2013
Facepunch Studios,1,freehats,2,2014
Facepunch Studios,1,76561198061207064,2,2014
Facepunch Studios,1,fldwest,1,2014
Facepunch Studios,1,76561198186712695,1,2015
Facepunch Studios,1,ShiftyWombat,2,2014
Facepunch Studios,1,Cake-FTW,2,2014
Facepunch Studios,1,Freeballin99,2,2015
Facepunch Studios,1,UltraPonies,2,2014
Facepunch Studios,1,Znade,1,2015
Facepunch Studios,1,TahuW,2,2014
Facepunch Studios,1,AndyIzNogud,2,2014
Facepunch Studios,0,lordthanatosbr,1,2014
Facepunch Studios,1,spiderwizard2,2,2014
Facepunch Studios,1,76561198041284313,2,2013
Facepunch Studios,1,2345254252312312,2,2015
Facepunch Studios,1,76561198077911827,1,2013
Facepunch Studios,1,dead5,2,2014
Facepunch Studios,1,ArchangelItherael,1,2015
Facepunch Studios,1,bindisposerer,1,2014
Facepunch Studios,1,erggjmuyg,1,2014
Facepunch Studios,1,76561198093838282,1,2014
Facepunch Studios,1,Kaboku,2,2012
Facepunch Studios,1,FakMuther1234,1,2015
Facepunch Studios,1,DaPohtehtoPuncake,2,2013
Facepunch Studios,1,76561198060440669,1,2015
Facepunch Studios,1,Luckybeg,1,2013
Facepunch Studios,1,aushtin,1,2012
Facepunch Studios,1,icereece,2,2014
Facepunch Studios,1,saintfox,2,2012
Facepunch Studios,1,jahmezgamingofficial,1,2013
Facepunch Studios,1,ZeikoJoestar,2,2014
Facepunch Studios,1,76561198098482126,1,2014
Facepunch Studios,1,snakrobotza3,2,2015
Facepunch Studios,1,ifyourreadingthisgetdunkedon,2,2014
Facepunch Studios,1,insenzato,1,2013
Facepunch Studios,1,wolop,2,2011
Facepunch Studios,1,76561198067546287,1,2014
Facepunch Studios,1,GaffyAreAwesome,2,2014
Facepunch Studios,1,LTHW,1,2015
Facepunch Studios,1,darkking2098,2,2014
Facepunch Studios,1,wer38,2,2015
Facepunch Studios,1,BestinTheWorldThund3r,2,2013
Facepunch Studios,1,minecast24,2,2015
Facepunch Studios,1,10Degree,2,2015
Facepunch Studios,1,2sBs,0,2013
Facepunch Studios,1,barbas1,2,2013
Facepunch Studios,1,12391939123,2,2013
Facepunch Studios,1,76561198090867859,1,2014
Facepunch Studios,1,hugh244,2,2012
Facepunch Studios,1,mcconnorhey,1,2014
Facepunch Studios,1,76561198106346859,2,2013
Facepunch Studios,1,76561198059589725,1,2014
Facepunch Studios,1,ohsotoast,1,2014
Facepunch Studios,1,Aperturenc,1,2014
Facepunch Studios,1,plasmaluna,2,2013
Facepunch Studios,1,4RCH4NG3Ll,1,2014
Facepunch Studios,1,95MAY,2,2013
Facepunch Studios,1,76561198084109041,2,2014
Facepunch Studios,1,76561198085151512,2,2015
Facepunch Studios,1,76561198036037520,1,2014
Facepunch Studios,1,76561198009053218,2,2014
Facepunch Studios,1,YourOwnMax,2,2013
Facepunch Studios,1,76561198047421467,2,2014
Facepunch Studios,1,Russia-,1,2014
Facepunch Studios,1,76561198084051373,1,2015
Facepunch Studios,1,BlippX1,1,2013
Facepunch Studios,1,76561198066905830,2,2015
Facepunch Studios,1,DjPhoon,2,2013
Facepunch Studios,1,mini_guy1,2,2015
Facepunch Studios,1,76561198061172661,2,2014
Facepunch Studios,1,POOFTARINO,2,2013
Facepunch Studios,1,gamername13,2,2014
Facepunch Studios,1,doyouevensmokeweed,1,2015
Facepunch Studios,1,lestrepo,2,2014
Facepunch Studios,1,GimmedatUnusual,2,2014
Facepunch Studios,1,CapCheeze,2,2014
Facepunch Studios,1,Hobo_Ed,2,2015
Facepunch Studios,1,76561198081284814,2,2015
Facepunch Studios,1,76561198044585909,1,2013
Facepunch Studios,1,76561198063765495,2,2015
Facepunch Studios,1,MehPonys,1,2013
Facepunch Studios,1,Haydzz,1,2014
Facepunch Studios,1,76561198142398530,1,2015
Facepunch Studios,1,CornBeard,2,2014
Facepunch Studios,1,PintoProAlto,1,2014
Facepunch Studios,1,Aviatorch,0,2014
Facepunch Studios,1,chocolate-donut-king,1,2013
Facepunch Studios,1,3046123,2,2015
Facepunch Studios,1,baeritto,1,2014
Facepunch Studios,1,scyana4,2,2014
Facepunch Studios,1,SpookyTheNotCuteGhost,1,2015
Facepunch Studios,1,itsdandytime,1,2014
Facepunch Studios,1,76561198093167547,2,2014
Facepunch Studios,1,darvvin,0,2014
Facepunch Studios,1,dascorpi0n,2,2011
Facepunch Studios,1,voaDs,1,2015
Facepunch Studios,1,deadtrooper6424,2,2013
Facepunch Studios,1,76561198079557901,2,2013
Facepunch Studios,1,Denroxyou,2,2013
Facepunch Studios,1,76561198143796448,1,2014
Facepunch Studios,1,denko1,2,2014
Facepunch Studios,1,76561198097638512,1,2014
Facepunch Studios,1,BioFlashPC,2,2014
Facepunch Studios,1,YumiHayashibiara,0,2015
Facepunch Studios,1,tRollioi,1,2015
Facepunch Studios,1,76561198143395684,1,2014
Facepunch Studios,1,Dramiken,0,2014
Facepunch Studios,1,KeepTheChangeYouFilthyAnimal,2,2013
Facepunch Studios,1,gingerninger,1,2014
Facepunch Studios,1,BESTPERSON,2,2015
Facepunch Studios,1,Legendld,2,2014
Facepunch Studios,1,76561198063000481,2,2014
Facepunch Studios,1,NinjaPrei,2,2013
Facepunch Studios,1,nano11ful,1,2015
Facepunch Studios,1,76561198068550186,2,2013
Facepunch Studios,1,76561198011493875,2,2010
Facepunch Studios,1,76561198060785575,2,2015
Facepunch Studios,1,EngesDesTodes,2,2014
Facepunch Studios,1,CaptainCrytec,2,2013
Facepunch Studios,1,76561198048432706,1,2014
Facepunch Studios,1,esem88,2,2013
Facepunch Studios,1,Tropic_Thunder_,2,2014
Facepunch Studios,1,BitchIAmGod,2,2014
Facepunch Studios,1,minecraftmodder,1,2014
Facepunch Studios,1,Ifuckedmycompanioncube,2,2014
Facepunch Studios,1,fastik4321,2,2013
Facepunch Studios,1,Findoogle,1,2014
Facepunch Studios,0,76561198012424984,2,2014
Facepunch Studios,1,bails121,2,2012
Facepunch Studios,1,Flatesprofile,2,2014
Facepunch Studios,1,pancakesss,1,2015
Facepunch Studios,1,foe99FTW,2,2013
Facepunch Studios,1,76561198110959352,2,2014
Facepunch Studios,1,76561198091199302,1,2014
Facepunch Studios,1,fredericktb,1,2014
Facepunch Studios,1,434238948,2,2014
Facepunch Studios,1,Gun_p0wder,2,2015
Facepunch Studios,1,funnysuntadm,2,2013
Facepunch Studios,0,76561198059241716,1,2015
Facepunch Studios,1,drilljose,1,2014
Facepunch Studios,1,pancakes37,1,2013
Facepunch Studios,1,gedehamsen08,0,2013
Facepunch Studios,1,geoskio,0,2014
Facepunch Studios,1,76561198067914627,0,2014
Facepunch Studios,1,The_GLaDOS_Gamer,2,2014
Facepunch Studios,1,76561198060502143,2,2013
Facepunch Studios,0,76561198059622971,1,2014
Facepunch Studios,1,Leafthefur,2,2015
Facepunch Studios,1,CUSTOM666,2,2014
Facepunch Studios,1,76561198058405866,2,2013
Facepunch Studios,1,76561198069789227,2,2014
Facepunch Studios,1,76561198044032335,1,2015
Facepunch Studios,1,76561197995484188,1,2014
Facepunch Studios,1,bananaman69,1,2013
Facepunch Studios,1,18228272828,1,2013
Facepunch Studios,1,hipachi,1,2014
Facepunch Studios,1,uscarrierenterprise,1,2015
Facepunch Studios,1,76561198048709944,2,2014
Facepunch Studios,1,bigbootybitches420699,0,2014
Facepunch Studios,1,76561198075491202,2,2013
Facepunch Studios,1,Kuranszo,1,2013
Facepunch Studios,1,anjelloism,0,2012
Facepunch Studios,1,dfsjfasdjfasjfakpenisbreathds,2,2013
Facepunch Studios,1,ireallydontfuckingcare,2,2015
Facepunch Studios,1,76561198107609787,1,2015
Facepunch Studios,1,itss_ur_boi_,2,2013
Facepunch Studios,1,iWooder,2,2014
Facepunch Studios,1,saltymotherfucker,0,2015
Facepunch Studios,1,Jaegerix,2,2014
Facepunch Studios,1,jarradmcj,1,2014
Facepunch Studios,1,76561198080717002,0,2013
Facepunch Studios,1,SlaydenL,1,2014
Facepunch Studios,1,76561198041547166,2,2014
Facepunch Studios,1,76561198074791637,2,2014
Facepunch Studios,1,76561198059641230,2,2014
Facepunch Studios,1,01189958889189157253,2,2013
Facepunch Studios,1,joshmacman,2,2014
Facepunch Studios,1,76561197983745201,2,2014
Facepunch Studios,1,76561198093266099,1,2014
Facepunch Studios,1,76561198078112264,1,2014
Facepunch Studios,1,76561198064975700,2,2013
Facepunch Studios,1,76561198078765185,1,2014
Facepunch Studios,1,76561198035588684,1,2013
Facepunch Studios,1,76561198085567114,1,2015
Facepunch Studios,1,justgamingXD,2,2015
Facepunch Studios,1,76561198105110458,2,2015
Facepunch Studios,1,76561198094663718,2,2014
Facepunch Studios,1,KattykitTheKittyKat,1,2015
Facepunch Studios,1,76561198031106842,1,2014
Facepunch Studios,1,Emarques,1,2014
Facepunch Studios,1,HackingPro1,2,2013
Facepunch Studios,1,soupstore,2,2014
Facepunch Studios,1,76561198055055523,2,2013
Facepunch Studios,1,BuzzyWuzzy,1,2015
Facepunch Studios,1,KKruger,2,2013
Facepunch Studios,1,RIPFreddieMercury,0,2012
Facepunch Studios,1,JohnnyMcShitty,2,2015
Facepunch Studios,1,cggamess123,1,2014
Facepunch Studios,1,lachyS,2,2014
Facepunch Studios,1,blizzard_reflex,2,2014
Facepunch Studios,1,76561198069470642,2,2013
Facepunch Studios,1,lauricella,1,2015
Facepunch Studios,1,76561198015848819,2,2014
Facepunch Studios,1,leva49,1,2015
Facepunch Studios,1,LightningRod,2,2013
Facepunch Studios,1,GamingMexican,2,2014
Facepunch Studios,1,keggles,2,2015
Facepunch Studios,1,76561198089585145,1,2015
Facepunch Studios,1,maneatingzombies,2,2014
Facepunch Studios,1,TheRealMagik,2,2013
Facepunch Studios,1,troiani8,2,2013
Facepunch Studios,1,MatLyGames,1,2014
Facepunch Studios,1,gametsf,2,2013
Facepunch Studios,1,MatthewW7,1,2014
Facepunch Studios,1,matt2510sonic,1,2015
Facepunch Studios,1,MEIA-NOITE-ZIKA,1,2015
Facepunch Studios,1,NateFawkesRiver,2,2013
Facepunch Studios,1,wearethechampionsmyfriend,1,2015
Facepunch Studios,1,MidnightEmperor,1,2014
Facepunch Studios,1,zaaikbr,1,2015
Facepunch Studios,1,BigNigR,2,2012
Facepunch Studios,1,76561198088745442,2,2014
Facepunch Studios,1,76561198056747623,1,2014
Facepunch Studios,1,MOwneZ,2,2011
Facepunch Studios,1,Mozness,2,2013
Facepunch Studios,1,MrGrapeGaming,1,2015
Facepunch Studios,1,mrmutantduck,1,2013
Facepunch Studios,1,mr_non_member,0,2013
Facepunch Studios,1,Noodles4Dayz,2,2013
Facepunch Studios,1,Yichenzbj,2,2015
Facepunch Studios,1,Naranjita3560,2,2014
Facepunch Studios,1,TheOneTurino,0,2014
Facepunch Studios,1,pleaseendmyfuckingsufferingcyka,2,2013
Facepunch Studios,1,gourmetdeadthings,2,2014
Facepunch Studios,1,Orifromtheforest,2,2014
Facepunch Studios,1,76561198081120147,2,2013
Facepunch Studios,0,samsul,0,2014
Facepunch Studios,1,Capscain,1,2014
Facepunch Studios,1,Nexu-Kun,1,2014
Facepunch Studios,1,mexicanburritobandito,2,2014
Facepunch Studios,1,76561198093156182,2,2014
Facepunch Studios,1,76561198043880297,2,2013
Facepunch Studios,1,plowzy_,1,2014
Facepunch Studios,1,panda2349,2,2014
Facepunch Studios,1,chipotleez,2,2014
Facepunch Studios,1,sbeeziz,2,2013
Facepunch Studios,1,76561198127901075,2,2015
Facepunch Studios,1,76561198065338485,2,2013
Facepunch Studios,1,76561198060201321,2,2012
Facepunch Studios,1,ZePoatat,2,2014
Facepunch Studios,1,76561198067136187,2,2014
Facepunch Studios,1,PyrusZodiac,0,2014
Facepunch Studios,1,recon931,2,2015
Facepunch Studios,1,FabRainbro,2,2013
Facepunch Studios,1,rangazprid3,2,2014
Facepunch Studios,1,76561198084519825,0,2014
Facepunch Studios,0,76561198063648921,1,2015
Facepunch Studios,1,SirTrollbuscus,2,2014
Facepunch Studios,1,76561198071183031,2,2015
Facepunch Studios,1,76561198045431856,2,2015
Facepunch Studios,1,76561198086316431,2,2014
Facepunch Studios,1,76561198079493299,0,2015
Facepunch Studios,0,Rubbercube,1,2014
Facepunch Studios,1,76561198091126167,1,2014
Facepunch Studios,1,76561198039832932,2,2015
Facepunch Studios,1,76561198087556976,2,2015
Facepunch Studios,1,OneEyedWolf,2,2013
Facepunch Studios,1,BokuNoSekai,0,2014
Facepunch Studios,1,Sansomar,1,2014
Facepunch Studios,1,battlefrog,1,2014
Facepunch Studios,1,splitdip,2,2012
Facepunch Studios,1,saviscool,2,2013
Facepunch Studios,1,sealyx,1,2015
Facepunch Studios,1,seblyftw,2,2014
Facepunch Studios,1,AzaZog,2,2014
Facepunch Studios,1,486259317,1,2014
Facepunch Studios,1,Sgtcook,2,2015
Facepunch Studios,1,76561198019644374,1,2011
Facepunch Studios,1,76561198202443306,1,2015
Facepunch Studios,1,76561198013149300,1,2015
Facepunch Studios,1,elishabridge3,1,2015
Facepunch Studios,1,76561198019297801,2,2014
Facepunch Studios,1,Alex5763,2,2014
Facepunch Studios,1,76561198071907118,1,2014
Facepunch Studios,1,laygittlefiggernaggot,2,2014
Facepunch Studios,1,Skippy333,1,2013
Facepunch Studios,1,skwavicus,1,2013
Facepunch Studios,1,76561198101686893,2,2015
Facepunch Studios,1,76561198053791920,2,2014
Facepunch Studios,1,BicepsAreGoneJustLikeSkins,2,2014
Facepunch Studios,1,76561198062271200,2,2014
Facepunch Studios,1,76561198062125305,2,2014
Facepunch Studios,1,kamakze751,2,2014
Facepunch Studios,1,GERDAGUFERSD,1,2015
Facepunch Studios,1,Nargoord,1,2014
Facepunch Studios,1,payrocanical,2,2014
Facepunch Studios,1,76561198070690126,0,2015
Facepunch Studios,1,76561198070697304,2,2014
Facepunch Studios,1,76561198043562907,1,2014
Facepunch Studios,1,Sporial-Oriiius-Umbria,0,2013
Facepunch Studios,1,76561198073873333,2,2013
Facepunch Studios,1,76561198089346291,2,2014
Facepunch Studios,1,Strobies,2,2013
Facepunch Studios,1,smcs,2,2013
Facepunch Studios,1,76561198065655658,2,2014
Facepunch Studios,1,76561198078205030,2,2013
Facepunch Studios,1,noscopedninja,2,2015
Facepunch Studios,1,kzkyus,2,2013
Facepunch Studios,1,TacozAreImmortality,2,2015
Facepunch Studios,1,LeAssasinMinion,2,2015
Facepunch Studios,1,darkforb,2,2013
Facepunch Studios,1,ErikCronin,2,2013
Facepunch Studios,1,53112195114,1,2014
Facepunch Studios,1,portjackson,0,2014
Facepunch Studios,1,middablue,1,2014
Facepunch Studios,1,76561198064247736,2,2015
Facepunch Studios,1,seantheextraprawnsheepguy,2,2013
Facepunch Studios,1,TheHolyPotato57,1,2013
Facepunch Studios,1,TheIonForge,1,2014
Facepunch Studios,1,TheMadAussieUchiha,2,2013
Facepunch Studios,1,ThereSheBlows,2,2014
Facepunch Studios,1,76561198056640740,1,2014
Facepunch Studios,1,Skirin200,2,2014
Facepunch Studios,1,code_maikel,1,2014
Facepunch Studios,1,76561198087966210,2,2014
Facepunch Studios,1,WatchAnimeEveryDay,2,2014
Facepunch Studios,1,76561198062267241,2,2012
Facepunch Studios,1,TheAnonymous15,2,2015
Facepunch Studios,1,TomThehTmoT,2,2013
Facepunch Studios,1,tomdownunder,2,2014
Facepunch Studios,1,76561198042246940,2,2014
Facepunch Studios,1,DerpyMineTurtle,2,2013
Facepunch Studios,1,yureeddis,2,2014
Facepunch Studios,1,overlordoverlord,1,2015
Facepunch Studios,1,stewysdsdsdsadasdgsadf,2,2015
Facepunch Studios,1,FokkoChan,1,2015
Facepunch Studios,1,Tudah,2,2013
Facepunch Studios,1,Uber__,2,2013
Facepunch Studios,1,bongsweremadebybongocomics,2,2015
Facepunch Studios,1,76561198087507270,2,2014
Facepunch Studios,1,AssassinOfTruth,1,2014
Facepunch Studios,1,Vexenite,2,2013
Facepunch Studios,1,blackviper8881,2,2014
Facepunch Studios,1,LBWaffles,0,2015
Facepunch Studios,1,ultrabrightgaming,2,2013
Facepunch Studios,1,whiplash_J,1,2013
Facepunch Studios,1,carterbegrie,2,2015
Facepunch Studios,1,76561198085267385,1,2014
Facepunch Studios,1,MatusPocus,2,2014
Facepunch Studios,1,AncestorSiezzz,2,2014
Facepunch Studios,1,yokta,2,2013
Facepunch Studios,1,76561198082199887,2,2014
Facepunch Studios,0,Ninjabunny13,1,2015
Facepunch Studios,1,76561198018138686,1,2014
Facepunch Studios,1,dopeywhitefrost,1,2013
Facepunch Studios,1,paulomilitao,2,2014
Facepunch Studios,1,TalonsGaming,2,2013
Facepunch Studios,0,Liberityneverdies,1,2013
Facepunch Studios,1,5856565456564,2,2015
Facepunch Studios,1,76561198084723982,2,2014
Facepunch Studios,0,76561198085285121,1,2014
Facepunch Studios,1,patpat14,2,2013
Facepunch Studios,1,76561198064174945,2,2015
Facepunch Studios,1,SWu3da9W,1,2013
Facepunch Studios,1,76561198063316459,1,2014
Facepunch Studios,1,dontplayinpipesanddrains,1,2015
Facepunch Studios,1,yeannahwayno,2,2014
Facepunch Studios,1,Gabo9,1,2014
